Cycles,Voltage_V,Current_A,Temperature_C,Internal_Resistance_mOhm,Capacity_Ah,SOH
589,3.74,4.01,46.2,56.8,43.51,83.23
666,4.17,1.61,36.7,58.4,43.92,84.44
801,3.48,3.03,28.0,66.3,42.0,85.25
1123,3.97,4.36,40.2,70.3,39.07,77.24
546,4.11,1.36,46.1,47.8,45.36,85.07
173,3.6,1.31,26.3,39.4,48.52,95.5
328,3.61,4.44,46.0,44.8,47.27,89.27
18,3.38,3.99,49.8,28.4,50.63,96.02
1586,4.03,4.85,25.4,90.7,33.38,67.65
552,3.31,0.82,43.9,55.0,45.13,84.22
375,3.87,3.36,27.4,42.2,46.57,91.11
1039,3.61,2.2,23.6,70.4,38.92,80.29
1829,4.04,3.85,21.8,102.7,31.38,63.36
999,3.95,2.26,44.0,65.5,40.66,77.92
1719,3.83,3.52,36.3,95.0,32.56,62.33
1158,3.22,0.72,39.7,72.5,38.68,74.05
83,3.34,1.1,23.8,31.9,49.96,99.88
978,3.24,4.15,42.9,66.1,40.63,76.1
1927,3.56,4.77,25.1,107.3,31.56,62.54
1753,4.01,2.49,25.8,105.0,32.09,66.33
386,3.34,2.77,36.6,46.0,46.54,89.28
214,3.56,2.7,48.0,43.4,48.01,90.36
123,3.53,1.84,49.0,38.2,49.09,93.82
504,3.91,4.92,45.5,50.1,44.98,84.97
202,3.3,2.22,43.2,39.2,48.56,94.6
686,3.38,4.29,30.5,54.5,44.05,84.64
1340,3.96,4.4,33.2,83.8,36.54,73.59
1073,3.73,4.74,42.2,73.9,39.74,76.36
741,3.27,4.02,46.1,63.5,42.77,82.26
320,3.87,2.03,49.8,41.2,47.04,91.76
656,3.74,3.19,26.6,54.5,42.61,86.75
1043,3.66,2.44,28.0,70.1,40.29,80.47
1967,3.96,4.24,31.4,104.2,30.87,59.5
1852,3.88,3.73,36.8,107.2,31.98,60.75
805,3.4,0.72,25.9,62.8,42.05,82.02
927,3.57,1.96,49.4,72.0,40.51,77.76
1882,4.03,0.96,30.5,102.7,31.12,59.72
507,4.09,1.97,23.6,54.7,44.2,89.43
533,3.71,3.31,23.5,46.5,43.71,90.52
1464,3.25,4.61,26.3,91.7,35.88,70.66
1324,3.67,2.78,35.5,82.4,37.0,71.94
1608,4.13,1.95,29.1,93.2,34.77,67.98
1760,3.5,0.94,21.7,102.2,32.18,63.42
71,3.88,3.82,33.6,30.5,48.97,97.94
1763,4.08,1.33,22.5,100.6,32.33,65.65
1945,3.3,4.14,46.9,106.4,31.11,56.34
156,3.9,3.94,43.2,32.8,49.2,93.01
1063,3.2,4.76,43.4,77.3,39.1,74.92
658,3.6,3.1,49.9,51.6,43.24,81.47
248,4.04,4.13,36.4,37.6,46.53,92.77
53,4.17,3.98,30.7,33.8,49.21,98.72
813,3.23,0.75,20.4,64.8,42.81,84.91
996,3.95,3.01,44.3,70.4,40.41,76.3
1974,4.16,1.51,29.1,109.7,31.18,60.08
242,3.29,4.69,22.5,37.4,47.33,94.09
921,3.22,3.63,39.8,71.8,41.23,78.22
22,3.23,2.15,29.5,29.2,50.75,98.01
1431,3.9,4.64,22.8,90.1,35.28,71.22
680,3.92,1.91,36.3,54.5,43.53,84.73
461,3.94,3.42,28.3,51.0,46.37,90.79
73,4.2,0.79,47.5,31.4,48.93,94.65
480,3.33,0.7,43.7,47.7,44.5,88.67
915,3.39,1.52,36.0,69.2,39.97,81.47
144,3.92,1.15,36.4,33.8,49.23,96.81
1758,3.23,1.79,28.5,98.1,32.57,63.38
1458,3.9,3.41,27.9,88.3,35.83,70.31
1607,3.36,4.94,37.3,94.8,34.1,65.33
589,3.89,2.58,30.2,53.0,44.37,86.62
1690,3.74,4.72,23.1,95.4,32.31,64.6
1046,3.61,0.72,48.5,69.8,40.14,73.85
596,3.85,2.68,48.1,53.7,44.8,83.58
102,3.61,1.55,20.4,29.7,48.5,100.0
1680,4.12,1.19,34.6,102.2,33.18,66.59
1342,3.24,0.8,37.1,87.7,36.3,69.76
1041,3.54,1.11,28.4,68.4,40.09,76.98
368,3.54,3.67,23.6,41.3,45.75,93.77
339,3.46,1.42,22.6,46.9,47.09,94.78
190,3.28,3.94,26.1,33.6,48.94,94.05
52,4.07,2.03,28.9,35.2,48.82,96.55
1015,3.7,2.24,36.5,75.2,40.28,77.33
317,3.84,2.56,27.2,42.9,46.46,92.63
1066,3.81,4.53,43.2,72.2,39.86,76.74
1895,3.96,2.57,27.7,100.9,31.96,61.3
260,3.84,2.86,23.3,39.8,47.65,93.27
1743,3.9,0.89,20.4,103.0,33.06,65.93
671,3.76,0.51,30.9,53.9,43.66,83.8
1200,3.31,0.67,35.6,73.4,37.47,76.13
394,3.72,3.61,40.0,43.7,47.06,88.41
71,3.81,3.8,21.9,35.4,48.64,98.28
362,3.86,1.39,44.3,44.9,45.68,91.74
169,3.53,2.72,20.6,35.5,47.45,96.71
1130,3.74,3.11,20.8,78.4,38.17,78.71
294,3.51,3.42,49.1,43.6,47.29,90.72
1499,4.14,1.1,37.9,94.2,34.57,68.63
1150,3.35,4.44,30.1,74.8,39.21,78.07
1374,3.32,1.51,41.1,83.7,36.7,68.48
1568,3.77,4.38,21.9,89.3,34.89,71.08
1300,3.21,1.75,23.8,84.8,37.32,74.68
261,4.12,4.54,27.7,36.7,47.32,95.81
923,3.99,4.34,47.9,63.7,41.66,76.73
81,4.12,3.41,48.5,33.4,48.83,94.21
1065,3.31,3.4,20.7,73.1,39.63,78.8
639,4.13,2.36,42.2,58.0,43.89,83.0
409,3.39,4.59,35.3,47.3,46.83,90.63
1000,3.47,2.48,32.8,65.8,39.66,78.2
1676,3.95,4.14,32.7,95.3,33.12,65.49
356,4.07,3.19,22.8,48.6,45.51,91.81
1507,3.84,4.47,26.8,87.9,35.8,70.91
305,3.26,3.84,33.2,41.8,46.53,92.77
909,3.48,4.84,48.8,67.5,40.43,77.07
1231,3.41,2.69,44.7,78.0,37.33,73.15
923,3.3,4.24,43.0,64.2,40.52,78.09
140,3.46,2.6,30.7,39.0,48.26,94.45
1659,4.02,0.58,44.5,98.2,33.71,65.08
1857,3.52,4.64,28.0,101.0,32.25,61.14
1547,3.38,4.71,39.1,93.7,34.59,65.85
768,3.88,1.87,20.5,60.9,42.65,86.14
1080,3.58,1.57,22.9,73.5,40.02,78.14
275,3.35,3.78,28.3,40.2,46.43,92.54
396,3.86,3.0,23.1,43.2,45.45,91.69
1872,4.09,3.7,39.9,102.1,32.14,58.39
838,3.96,3.1,42.3,62.3,41.68,78.84
1229,3.65,5.0,29.3,78.3,38.71,75.33
802,4.1,2.37,39.8,62.3,42.63,83.5
59,3.6,4.87,31.3,32.3,48.81,97.01
1408,3.76,3.1,44.0,89.7,35.06,70.86
1175,4.18,0.54,34.5,80.9,38.09,76.95
712,4.11,2.63,41.1,58.9,42.27,81.39
762,3.86,4.04,48.0,64.2,41.86,79.98
647,3.37,3.93,21.8,56.4,44.5,86.74
347,4.09,1.44,49.8,45.9,46.88,87.73
1792,3.49,1.18,22.6,97.4,32.61,65.11
1422,4.16,4.99,47.8,91.3,34.9,68.99
1363,3.21,0.88,44.0,88.8,36.59,69.49
575,3.62,3.62,47.9,57.4,43.37,84.03
1271,3.3,0.67,49.4,79.2,36.81,69.67
1481,3.39,4.09,22.4,90.6,34.52,70.28
1179,3.39,1.63,20.5,77.9,37.39,78.49
129,3.77,0.63,44.4,33.4,48.77,95.64
1198,3.3,2.41,43.5,77.6,37.71,72.89
707,4.03,2.12,23.5,59.2,42.23,85.33
729,3.91,1.87,42.7,55.3,41.81,82.2
1556,3.28,4.14,35.1,97.2,34.75,67.58
1019,3.29,3.24,24.9,66.6,39.32,80.35
800,4.0,1.89,32.3,63.1,42.84,83.76
1568,3.33,3.44,46.3,91.3,33.52,65.18
82,3.85,4.17,27.8,31.8,49.94,97.05
1621,3.92,2.92,34.0,95.8,33.98,66.87
1488,3.37,4.08,29.4,91.4,34.24,70.46
51,3.24,1.69,45.2,30.0,49.45,94.3
358,3.47,3.59,27.3,46.6,46.08,91.1
1213,3.73,2.37,20.1,75.4,38.54,77.94
1845,3.7,0.6,38.9,107.6,32.22,59.79
743,4.17,0.88,41.5,64.6,43.11,83.41
164,3.37,0.57,38.1,41.2,47.54,92.97
623,3.84,2.06,21.0,51.6,43.56,87.57
1146,3.61,4.43,24.0,73.1,39.16,79.17
805,4.01,4.93,30.1,63.1,42.17,82.25
242,3.26,4.81,47.3,38.5,47.31,91.39
103,3.51,1.36,36.2,30.9,48.68,96.8
951,3.57,4.99,37.6,70.6,40.13,78.74
1307,3.3,4.42,42.7,78.7,37.85,71.02
972,3.73,2.43,46.7,65.2,39.38,75.49
652,4.1,4.41,34.9,58.8,43.27,85.14
1128,3.94,1.68,24.2,71.4,38.07,77.3
367,3.85,1.86,22.9,43.2,46.91,91.0
711,4.15,1.28,45.6,60.4,42.35,84.68
660,3.54,4.72,20.6,53.2,42.75,89.41
1859,3.89,0.5,23.6,106.3,31.51,63.89
530,3.72,4.05,23.8,54.5,44.27,91.55
937,4.12,4.83,27.8,66.4,39.69,81.83
1832,4.08,3.53,31.7,101.2,32.64,61.17
1277,4.07,1.48,21.7,80.9,36.92,73.84
194,3.97,1.38,32.2,41.9,47.7,96.5
1501,3.67,2.89,36.8,91.9,35.91,69.47
1901,3.67,4.17,39.0,103.9,31.84,60.65
235,3.56,3.86,49.3,39.9,48.59,90.17
1958,3.22,1.62,47.5,105.7,31.35,58.46
1531,3.23,1.12,39.7,95.5,33.92,68.07
360,3.23,2.46,34.7,43.3,47.14,93.26
72,3.34,3.7,24.7,37.3,49.96,99.64
251,3.99,3.12,26.4,41.7,47.48,93.15
782,3.51,0.81,28.8,61.4,41.79,84.16
251,3.78,2.94,29.7,42.8,48.06,95.89
1115,3.96,4.25,40.6,75.5,37.9,75.43
1178,3.69,2.28,31.6,78.3,37.26,76.31
984,3.7,1.35,20.7,71.2,40.46,79.19
1551,3.32,1.08,35.8,93.3,35.14,67.01
1790,3.57,1.09,21.0,99.2,32.26,65.81
24,3.3,4.25,46.2,33.8,48.88,95.31
1653,4.08,0.54,39.4,99.2,33.21,65.99
123,3.69,1.72,43.5,33.8,49.56,94.51
1800,3.85,4.08,29.4,97.4,32.47,61.83
1788,3.22,4.23,35.2,103.4,32.92,62.14
16,3.51,2.3,45.6,34.8,50.31,97.89
1125,3.28,0.64,21.3,71.6,39.0,79.12
1484,4.19,0.67,32.0,87.1,34.7,68.86
1608,3.77,2.74,43.6,94.1,34.32,66.9
735,3.84,3.72,32.4,54.5,42.24,83.61
1279,3.68,3.63,40.9,77.1,36.61,70.56
1202,4.03,3.66,50.0,78.2,37.29,71.18
1465,3.51,4.23,39.4,87.3,36.0,68.46
1621,3.96,4.97,22.8,98.9,34.19,68.19
315,3.54,3.75,36.4,42.0,46.34,90.65
78,3.21,1.12,40.5,28.5,49.24,95.76
1251,3.41,2.65,39.8,84.2,36.57,74.13
1248,3.87,0.83,30.5,82.4,37.27,73.93
1010,3.63,2.32,47.7,71.5,39.1,74.43
1521,4.11,0.85,30.8,90.5,34.27,67.44
372,3.29,0.86,30.1,49.2,45.53,93.05
1551,4.06,3.23,30.2,87.5,33.62,67.5
1226,3.36,4.54,26.1,77.2,37.4,76.54
1783,3.43,2.12,37.4,105.0,31.71,60.64
601,3.62,2.26,45.7,50.2,44.12,86.11
1993,3.22,3.83,21.0,113.2,29.47,62.1
1727,3.79,2.26,41.0,103.6,32.52,63.4
63,3.38,1.96,39.9,36.3,49.15,97.37
1654,3.83,2.09,44.1,93.7,32.67,64.77
1155,3.65,3.51,25.4,76.9,38.47,75.84
1733,3.8,1.67,39.9,101.3,32.46,62.99
1451,3.55,2.65,21.6,83.7,35.77,72.68
1898,4.03,4.29,24.2,106.6,31.81,63.97
1011,3.63,2.1,32.5,72.6,39.09,76.97
1752,3.81,4.29,26.0,104.8,32.93,65.43
489,3.98,4.89,30.4,46.4,44.53,90.07
1719,4.06,1.15,32.8,103.6,32.85,64.32
152,4.15,3.84,41.2,38.6,48.19,95.52
1567,3.65,3.61,49.8,87.9,33.73,64.15
506,3.67,4.58,42.6,53.4,44.74,85.78
222,4.08,1.51,27.5,35.1,47.2,94.12
1886,3.37,0.87,33.5,106.2,30.35,59.87
1467,3.47,3.01,24.6,88.8,34.55,70.63
539,3.82,2.78,27.2,49.1,44.77,90.53
598,4.19,1.02,27.4,55.4,44.1,86.31
1916,3.79,4.25,24.9,107.3,29.99,60.44
1046,4.04,1.14,24.5,70.5,38.65,79.04
20,4.08,4.71,35.7,33.1,49.15,97.88
735,3.37,4.25,22.6,59.4,43.49,85.01
822,3.35,2.47,49.0,66.6,41.8,79.13
874,3.64,0.61,21.8,64.4,41.41,84.04
1977,3.52,4.59,45.4,108.3,30.13,55.68
130,3.54,1.64,45.9,35.3,48.11,95.81
764,3.27,1.71,47.4,56.6,42.41,83.26
833,3.5,4.3,34.9,67.6,42.65,81.87
621,4.08,1.31,21.5,50.9,43.15,88.71
1877,4.12,1.43,35.3,105.6,31.04,59.69
1085,4.09,2.65,20.4,74.6,39.37,79.66
1385,3.84,0.62,42.0,82.3,35.26,68.76
66,3.32,3.6,35.4,30.2,49.9,95.9
26,3.61,1.5,39.5,30.3,49.0,95.86
215,3.44,1.64,31.7,39.2,48.16,93.34
59,3.3,0.66,41.2,29.5,49.37,97.06
470,3.75,2.71,35.7,50.7,44.5,89.35
457,3.79,0.98,41.9,46.0,46.12,87.98
1712,3.89,1.82,26.1,96.2,32.31,66.41
1038,3.6,2.29,39.3,69.0,39.27,76.74
1702,3.76,4.13,26.5,94.9,33.62,67.68
1535,3.96,2.72,27.7,87.6,35.22,69.48
1709,3.51,4.02,27.6,96.6,32.95,65.14
431,3.52,1.14,26.4,52.1,44.82,90.96
842,3.68,2.45,26.9,66.3,41.84,83.37
1981,3.35,3.18,49.9,109.4,29.61,55.39
682,3.37,5.0,25.3,56.0,42.67,85.03
1101,3.84,3.25,47.4,74.9,38.43,76.23
247,3.6,3.76,33.0,36.9,46.7,94.38
1092,3.37,1.72,49.0,76.6,38.52,73.98
1526,3.54,4.67,45.9,90.4,34.77,64.91
1813,3.72,2.74,38.3,101.1,32.29,61.65
1515,3.91,0.8,39.6,95.5,35.05,66.38
5,3.9,3.4,37.5,31.2,50.36,96.83
771,3.82,2.81,44.6,58.6,41.32,81.05
141,3.51,3.23,24.4,32.4,49.58,98.2
1632,3.48,2.27,48.6,97.2,32.84,65.41
1467,3.62,1.07,25.7,90.3,35.4,71.08
1403,3.69,4.27,32.5,84.2,36.48,72.43
1328,3.76,3.27,37.6,81.0,37.36,70.98
1800,3.78,4.28,23.6,98.0,31.06,63.96
1691,4.09,4.87,23.9,97.9,33.09,67.1
893,3.39,3.88,38.2,69.3,40.53,81.47
1760,3.52,3.39,29.6,98.1,32.88,64.35
1174,4.1,4.17,49.4,72.4,39.06,73.03
1405,4.09,4.71,25.3,90.7,35.46,73.82
596,3.4,1.55,21.2,55.6,44.68,90.13
1708,3.57,3.61,41.0,94.8,33.03,62.03
210,3.71,1.16,25.4,36.5,47.42,95.8
1585,3.61,1.0,26.8,92.1,33.81,68.59
1516,3.6,3.88,39.2,88.1,34.47,67.94
1090,3.25,0.87,43.7,76.8,39.92,76.95
1818,3.91,1.41,37.3,99.8,32.66,61.66
668,3.95,1.22,41.6,54.3,43.58,86.08
1207,3.67,2.16,48.0,78.5,37.94,71.53
655,3.97,3.75,40.7,58.3,43.81,84.07
1306,4.17,1.96,49.5,81.8,36.19,70.96
1094,3.21,0.77,22.1,74.7,38.46,79.59
1870,3.83,4.55,45.7,106.6,31.61,60.27
1348,3.85,1.19,49.0,84.6,36.05,68.59
159,3.33,3.75,43.0,35.5,48.3,93.7
623,3.48,4.0,43.3,58.9,44.01,82.89
858,3.24,4.94,33.8,65.7,41.25,81.91
475,3.84,2.08,48.2,51.3,44.73,85.87
1761,3.65,4.83,49.9,99.5,31.77,60.85
1917,3.54,3.03,21.4,109.6,30.5,60.46
1787,3.76,2.59,39.8,98.9,31.98,63.02
86,4.1,4.15,23.4,33.1,48.71,100.0
1978,3.29,3.88,42.4,108.2,29.27,59.08
1907,3.43,4.94,29.3,103.5,31.47,59.81
1673,3.99,2.05,37.8,101.0,32.83,66.45
1750,3.67,0.79,25.4,95.9,32.08,63.45
1436,4.04,4.51,26.8,85.5,34.77,70.28
1657,3.96,1.14,48.6,95.8,34.35,61.76
1306,4.05,0.51,39.8,86.8,36.0,73.43
1987,3.3,4.35,20.8,109.7,31.03,59.81
1303,3.69,1.59,22.0,84.7,36.26,72.45
764,3.95,3.58,28.9,55.8,43.14,83.32
12,3.71,2.42,41.1,35.1,50.14,98.38
869,3.33,4.31,20.4,63.5,42.28,81.63
1688,3.9,4.98,48.0,99.6,32.32,60.88
1903,3.33,3.25,24.4,106.1,30.28,63.85
1108,3.94,2.74,28.6,70.0,39.64,78.69
1379,3.79,0.78,39.4,90.1,36.5,70.7
150,4.13,3.78,31.2,40.9,49.01,95.61
1797,3.83,4.04,38.0,102.1,31.46,63.72
391,3.42,0.97,41.6,44.9,46.63,89.76
1536,3.91,0.52,42.7,86.9,35.04,65.16
378,3.42,0.9,44.6,45.2,47.05,87.83
589,3.34,4.44,47.9,54.0,44.55,85.96
1672,3.37,3.79,22.3,97.4,34.17,68.86
1720,3.93,3.66,24.1,101.8,32.56,64.98
237,4.0,4.0,25.7,36.7,46.89,96.69
1986,3.31,0.78,20.4,109.2,29.74,60.99
228,3.52,1.3,43.0,38.1,48.05,92.0
928,4.11,3.9,39.9,67.4,41.25,78.36
675,3.92,4.57,40.6,61.9,43.86,84.79
781,3.38,3.32,49.1,58.2,42.91,82.14
1772,3.78,3.55,46.1,97.2,31.88,62.35
389,4.0,3.63,28.3,46.2,45.71,91.64
1143,4.02,2.99,41.8,80.1,37.83,73.65
1994,3.92,3.08,26.1,111.2,30.67,58.99
1153,3.45,3.79,42.2,72.7,39.14,74.05
383,3.57,0.91,37.3,45.7,45.47,91.96
467,3.91,2.88,46.2,49.8,44.77,86.34
701,3.56,1.29,24.2,62.9,42.86,86.32
574,3.64,3.48,44.6,50.2,43.55,84.63
1957,4.13,1.24,38.8,107.2,30.7,57.01
1381,3.4,1.7,26.9,89.9,37.04,72.79
1080,4.03,2.97,28.1,71.0,39.72,76.31
1913,3.53,1.14,21.6,102.0,30.64,63.31
107,3.53,1.33,37.8,31.5,48.39,97.23
366,4.04,3.38,35.6,47.2,46.26,92.31
253,3.28,0.68,24.5,41.0,46.73,94.82
368,3.71,1.79,33.1,46.9,45.33,90.21
1647,4.04,0.91,29.7,96.0,34.14,65.52
508,3.55,3.36,46.1,51.9,45.62,85.71
450,3.53,3.42,36.3,50.4,45.9,89.95
670,3.89,1.88,34.5,55.3,42.4,83.56
990,4.02,3.18,45.5,71.0,39.54,79.12
1945,3.22,2.08,49.8,105.9,31.32,57.29
310,3.75,4.39,29.8,43.0,47.44,93.39
1536,3.92,1.37,38.4,93.5,35.29,65.88
568,3.84,4.64,29.6,55.0,44.38,86.55
1576,3.74,3.93,36.6,90.0,34.38,68.07
1468,4.04,1.4,37.6,90.0,34.69,70.44
512,3.54,2.98,21.5,53.2,45.17,88.87
1498,3.69,2.12,26.8,93.0,35.42,71.66
1530,3.87,4.56,35.6,91.6,34.71,67.63
1209,4.09,3.78,42.4,73.9,37.59,72.47
1932,3.83,1.28,39.3,110.7,31.04,57.6
1985,4.17,2.75,34.2,110.3,31.0,60.51
759,3.76,2.32,21.7,62.2,41.5,84.73
1641,4.16,1.44,37.9,99.1,33.8,65.63
941,3.77,1.35,21.7,68.0,41.33,81.34
1290,3.79,2.81,27.1,80.0,36.49,75.63
451,3.34,2.2,20.9,47.7,44.86,91.02
987,3.77,1.11,35.0,73.0,39.57,76.89
1683,3.79,2.95,22.9,100.6,32.8,67.71
1958,3.38,0.55,32.7,108.2,29.73,61.27
1457,3.95,4.01,49.8,84.8,34.81,67.19
456,3.73,2.13,44.7,49.7,45.33,86.24
210,3.46,3.69,25.0,39.1,48.23,95.92
1776,3.23,1.64,42.3,97.7,32.38,62.42
1124,3.7,3.93,40.1,72.9,37.91,76.92
1034,3.5,4.62,31.6,76.3,40.26,79.92
520,3.89,1.42,42.8,52.7,43.99,87.05
891,3.93,1.32,47.4,67.0,40.3,78.91
1091,3.77,3.27,23.7,69.5,38.78,79.56
1419,3.71,0.51,45.2,83.3,36.01,67.74
23,4.15,1.49,38.9,33.8,50.2,96.51
1842,4.03,3.96,44.8,102.5,32.18,58.7
594,3.54,0.82,24.9,51.6,44.04,87.76
749,3.25,2.11,33.4,62.9,41.99,85.03
320,3.72,0.53,43.8,42.1,46.82,89.04
1752,3.21,2.48,24.8,97.5,32.42,66.52
123,3.77,2.69,29.2,38.2,48.68,97.35
525,3.5,1.43,44.8,46.7,44.05,87.27
1930,3.22,1.32,31.5,110.2,31.0,59.67
667,3.71,1.19,34.6,56.2,42.99,85.27
1795,3.72,2.0,41.8,99.7,32.52,62.03
1269,3.71,1.14,45.3,78.4,36.34,71.64
1023,3.72,3.21,38.5,68.1,40.03,77.21
1481,3.47,4.64,42.4,87.4,35.06,66.3
1189,3.92,2.61,44.8,73.9,37.28,72.01
783,3.6,0.79,38.7,56.5,42.08,83.46
791,3.74,2.22,44.1,59.7,42.02,80.81
1055,4.07,2.19,33.5,71.7,39.99,78.0
1945,3.5,2.67,49.8,106.2,30.67,58.21
850,3.52,0.96,34.1,63.2,42.35,80.92
1488,3.37,2.27,37.7,94.2,34.93,68.67
802,3.8,3.72,21.1,58.6,42.86,83.17
199,3.51,4.73,37.7,39.2,47.43,92.45
1280,3.78,2.33,22.5,86.2,37.36,72.88
1132,3.79,2.06,38.7,70.4,37.79,77.23
440,3.51,3.44,43.8,48.9,45.71,90.2
1118,4.02,0.7,42.1,76.0,37.84,75.96
99,4.03,1.84,46.8,37.7,49.6,93.12
1396,3.2,4.91,46.8,85.7,35.8,66.89
1498,3.59,0.86,24.1,89.5,34.73,71.38
961,3.54,2.77,28.7,65.3,40.28,80.87
1881,3.8,2.41,22.2,106.7,30.29,62.75
1076,3.83,1.87,26.3,77.3,40.12,76.55
888,4.02,3.79,43.1,62.9,41.18,78.03
1319,3.24,0.76,42.1,78.3,37.47,70.0
1286,3.91,4.89,36.2,85.8,37.41,72.35
44,3.78,4.69,43.0,30.1,49.58,96.71
566,3.74,3.54,29.1,55.9,43.79,89.9
1409,3.38,1.97,23.4,89.9,35.91,73.53
1445,3.46,2.17,31.5,83.8,35.98,69.63
406,3.37,1.11,34.5,44.2,45.55,91.43
408,3.75,2.94,23.0,46.5,45.22,92.31
254,3.52,3.83,24.2,36.5,46.74,93.9
1853,3.49,0.83,34.1,108.8,32.44,63.45
1451,3.32,1.96,27.4,85.3,36.33,69.94
378,3.61,3.46,38.7,47.2,45.94,91.47
1814,3.33,1.29,48.0,100.4,31.05,59.74
836,3.55,4.05,49.7,64.4,41.12,81.06
1546,3.93,4.92,31.9,93.7,35.26,66.05
548,3.49,4.4,29.1,55.0,45.18,88.05
1102,4.05,4.62,28.8,74.7,39.93,78.33
487,3.44,0.9,46.9,47.7,45.88,86.48
1817,3.48,2.96,47.5,101.7,30.89,59.08
1030,3.77,4.84,26.6,76.1,39.13,78.21
333,3.54,1.93,46.1,47.3,46.94,89.05
320,3.94,4.2,35.9,38.0,47.13,93.5
1097,3.35,2.27,48.7,78.7,38.27,76.2
170,4.2,2.65,42.2,34.1,47.93,93.1
1402,3.8,2.81,28.9,81.6,36.39,72.49
191,4.01,4.68,23.4,33.4,48.96,94.66
726,3.47,2.23,40.9,56.3,43.15,81.15
1038,3.76,3.76,47.7,68.0,38.65,74.45
1440,3.76,1.82,43.8,88.4,36.59,67.35
1639,3.5,0.63,20.7,95.7,34.42,67.62
103,4.19,3.4,31.7,36.4,49.76,97.48
114,3.35,1.51,49.9,37.7,48.86,93.68
1065,3.4,3.63,37.5,74.0,39.92,78.34
1580,3.57,3.68,47.3,88.6,33.55,63.23
1489,3.9,0.65,49.3,90.2,35.23,65.26
95,4.13,2.17,42.7,37.2,49.51,95.34
1326,4.02,1.62,42.7,85.9,37.45,69.28
1393,3.44,4.11,43.8,89.0,35.12,69.64
1881,3.82,4.57,33.5,110.0,31.16,60.28
107,3.98,2.68,20.1,38.9,49.55,97.58
967,3.87,1.99,36.7,67.0,40.05,80.9
1193,3.58,1.82,28.7,72.9,37.19,73.6
1788,3.55,2.83,38.2,101.5,31.89,61.43
1754,3.29,2.27,32.9,97.6,31.52,62.84
1732,3.86,4.99,35.5,103.4,33.37,61.92
793,4.13,0.55,29.6,65.9,42.89,81.64
513,3.26,2.72,22.3,53.7,44.98,91.16
1736,3.84,0.71,47.6,100.2,32.06,61.08
166,3.79,4.35,30.2,38.7,47.56,97.23
969,4.02,0.81,29.5,67.8,40.61,79.11
1280,3.9,2.5,23.1,85.2,37.94,75.75
1024,3.6,2.03,24.2,71.3,39.73,77.88
1860,3.92,2.46,26.6,104.1,32.01,64.01
627,4.05,4.91,32.8,54.2,44.5,87.89
1633,3.36,1.58,32.1,91.0,33.08,65.74
1502,4.05,2.36,30.2,94.4,35.75,67.91
1631,4.09,0.59,30.1,90.9,34.31,65.23
1452,3.37,2.77,36.7,87.2,36.03,71.12
1292,4.02,3.23,23.0,85.9,36.78,73.69
953,3.29,1.84,39.6,64.3,39.71,79.73
1863,3.71,1.29,20.8,104.6,30.63,63.79
1531,3.21,3.85,22.6,94.3,35.69,67.93
694,3.67,4.64,26.3,58.2,43.95,86.38
1592,4.02,0.73,21.5,89.6,33.63,68.67
1995,3.42,0.74,28.4,111.4,30.9,60.77
1886,3.35,3.67,42.8,109.5,31.51,57.67
276,4.12,4.71,34.3,45.5,47.96,92.22
918,3.45,2.49,28.4,67.5,41.53,81.75
1262,3.29,3.53,23.0,78.3,37.18,74.39
595,4.15,0.82,49.0,51.3,43.29,83.66
910,3.51,4.5,45.5,65.9,40.23,79.83
334,3.34,2.09,45.5,42.2,46.1,91.11
1426,3.33,2.97,28.3,86.9,35.44,71.8
729,3.91,3.3,37.8,63.8,42.42,82.4
1364,3.42,4.88,29.2,83.8,35.73,70.6
543,3.53,0.91,22.9,56.3,43.64,90.32
175,3.56,4.49,47.5,32.6,48.42,91.41
1498,4.12,4.1,38.4,91.9,35.2,68.08
1190,3.39,2.22,42.2,74.8,37.14,71.67
1024,3.21,1.33,49.8,74.2,39.24,76.17
750,4.16,3.82,33.0,58.1,42.29,83.97
1269,3.39,1.7,32.0,80.4,37.8,73.29
1038,3.84,2.33,49.4,75.3,39.96,75.29
1557,3.43,4.53,42.9,97.0,35.16,64.83
1460,3.75,1.78,30.1,92.5,34.79,71.65
260,3.57,1.88,28.7,35.4,46.75,94.0
1135,3.68,3.33,46.5,75.3,38.14,72.79
1533,3.87,1.43,40.9,91.6,34.12,66.46
443,3.91,4.37,21.7,48.0,45.22,93.55
27,3.35,4.55,33.4,29.5,49.79,100.0
584,4.11,3.59,48.3,48.4,45.09,85.69
1520,3.74,1.09,38.4,91.8,33.8,68.75
770,3.55,1.13,29.7,56.3,41.91,85.58
49,3.94,2.97,22.7,34.8,49.15,98.51
832,4.18,3.85,37.2,67.8,41.68,82.22
852,4.19,2.92,32.3,65.0,40.77,82.39
1947,3.63,3.73,24.8,107.3,29.8,61.01
1936,3.43,2.92,31.3,107.1,31.36,61.34
677,3.62,4.74,20.3,61.3,42.84,85.34
1731,3.36,4.73,42.2,103.1,33.34,63.94
1079,3.93,1.31,45.7,70.4,39.89,76.89
286,3.71,1.66,20.1,43.9,47.49,95.64
449,3.39,3.06,47.5,50.7,46.31,87.74
1744,3.26,4.43,38.1,102.3,31.62,63.44
1514,3.84,2.31,48.1,95.1,34.47,67.4
